爱好	sở thích
监视	giám sát, theo dõi
监狱	nhà tù
兼顾	lo cả hai việc
兼任	kiêm nhiệm
兼容	tương thích
兼职	làm thêm, kiêm nhiệm
检察	kiểm sát, điều tra
检讨	kiểm điểm
减免	giảm miễn
减弱	suy yếu, giảm bớt
减速	giảm tốc độ
减压	giảm áp lực
简称	gọi tắt
简短	ngắn gọn
简化	đơn giản hóa
简洁	ngắn gọn súc tích
简陋	sơ sài, thô sơ
简体字	chữ Hán giản thể
简要	ngắn gọn
简易	đơn giản dễ làm
见解	kiến giải, ý kiến
见钱眼开	thấy tiền là ham
见仁见智	mỗi người một ý
见识	kiến thức, trải nghiệm
见外	khách sáo, xem là người ngoài
见效	có hiệu quả
见义勇为	thấy việc nghĩa thì làm
见证	chứng kiến, nhân chứng
间谍	gián điệp
间断	gián đoạn
间隔	khoảng cách
间隙	khe hở
建交	thiết lập quan hệ ngoại giao
建树	thành tựu, cống hiến
建筑师	kiến trúc sư
建筑物	công trình kiến trúc
健美	thể hình, khỏe đẹp
健壮	khỏe mạnh cường tráng
鉴别	phân biệt, giám định
鉴赏	thưởng thức, giám định
鉴于	xét thấy, do
僵化	cứng nhắc, xơ cứng
僵局	bế tắc
讲解	giảng giải
讲述	kể lại, thuật lại
讲学	giảng học, thuyết giảng
奖杯	cúp
奖牌	huy chương
奖品	phần thưởng
奖项	giải thưởng
降临	giáng xuống, ập đến
交叉	giao nhau, chồng chéo
交锋	giao đấu, đối đầu
交付	giao nộp, bàn giao
交集	giao thoa, lẫn lộn (cảm xúc)
交接	bàn giao
交界	giáp ranh
交纳	nộp (thuế, phí)
交情	tình bạn, tình cảm
交涉	đàm phán, giao thiệp
交谈	trò chuyện
交替	thay phiên, luân phiên
交头接耳	rỉ tai nhau
交响乐	nhạc giao hưởng
郊外	ngoại ô
郊游	đi dã ngoại
娇惯	nuông chiều
娇气	yếu đuối, ẻo lả
胶囊	viên nang
胶片	phim (ảnh)
焦急	lo lắng, sốt ruột
焦距	tiêu cự
焦虑	lo âu
焦躁	bồn chồn, nóng nảy
礁石	đá ngầm, rạn đá
角落	góc, xó
狡猾	xảo quyệt
矫正	chỉnh sửa, uốn nắn
搅拌	khuấy trộn
缴费	nộp phí
缴纳	nộp (tiền, thuế)
叫板	thách thức
叫好	reo hò khen ngợi
轿车	xe ô tô con
较劲	ganh đua, đọ sức
较量	đọ sức, thi đấu
教科书	sách giáo khoa
教条	giáo điều
教养	giáo dưỡng, cách nuôi dạy
阶层	tầng lớp
阶级	giai cấp
阶梯	bậc thang
接班	tiếp ca, kế nhiệm
接班人	người kế nhiệm
接二连三	liên tục, dồn dập
接轨	hòa nhập, kết nối
接济	cứu trợ, tiếp tế
接见	tiếp kiến
接力	tiếp sức
接纳	tiếp nhận, kết nạp
接手	tiếp quản
接送	đưa đón
接替	thay thế
接听	nghe (điện thoại)
接通	kết nối, thông
揭发	tố giác, vạch trần
揭露	phanh phui, vạch trần
揭示	vạch rõ, chỉ ra
揭晓	công bố
节俭	tiết kiệm
节气	tiết khí
节水	tiết kiệm nước
节衣缩食	thắt lưng buộc bụng
劫持	bắt cóc, cướp
洁净	sạch sẽ
结冰	đóng băng
结晶	kết tinh
结局	kết cục
结识	quen biết
结尾	phần kết
截然不同	hoàn toàn khác biệt
竭尽全力	dốc hết sức lực
竭力	cố hết sức
解答	giải đáp
解读	giải mã, diễn giải
解雇	sa thải
解救	giải cứu
解剖	giải phẫu, mổ xẻ
解散	giải tán
解体	tan rã
解脱	giải thoát
解围	giải vây
解析	phân tích, giải tích
介入	can thiệp
介意	để bụng, bận tâm
介于	nằm giữa
戒备	đề phòng, cảnh giác
戒烟	cai thuốc lá
戒指	nhẫn
届时	đến lúc đó
界定	xác định, định rõ
界限	giới hạn, ranh giới
界线	ranh giới
借口	cái cớ
借条	giấy vay nợ
借用	mượn dùng
借助	nhờ vào, dựa vào
金属	kim loại
金子	vàng
金字塔	kim tự tháp
津津有味	ngon lành thích thú, say sưa
津贴	phụ cấp
禁不住	không nhịn được, không kìm được
仅次于	chỉ đứng sau
尽早	càng sớm càng tốt
紧凑	chặt chẽ, cô đọng
紧接着	ngay sau đó
紧迫	cấp bách
紧缺	khan hiếm
紧缩	thắt chặt, thu hẹp
锦旗	cờ lụa khen thưởng
谨慎	thận trọng
尽情	thỏa thích
尽头	điểm cuối, tận cùng
进场	vào sân, vào khu vực
进程	tiến trình
进出	ra vào
进出口	xuất nhập khẩu
进度	tiến độ
进而	rồi sau đó, tiếp đó
进修	học thêm, bồi dưỡng nâng cao
近年来	những năm gần đây
劲头	khí thế, hăng hái
晋升	thăng chức
浸泡	ngâm
禁忌	điều cấm kỵ
禁区	khu vực cấm
经度	kinh độ
经久不息	kéo dài không dứt (vỗ tay)
经贸	kinh tế thương mại
经商	buôn bán, kinh doanh
经受	chịu đựng, trải qua
荆棘	gai góc
惊诧	kinh ngạc
惊慌	hoảng sợ
惊慌失措	hoảng loạn mất bình tĩnh
惊奇	ngạc nhiên
惊叹	trầm trồ thán phục
惊天动地	kinh thiên động địa
惊险	kinh hiểm, gay cấn
惊心动魄	rúng động lòng người
惊醒	giật mình tỉnh giấc
惊讶	ngạc nhiên
晶莹	lấp lánh trong suốt
兢兢业业	cần cù tận tụy
精打细算	tính toán chi li
精华	tinh hoa
精简	tinh giản
精练	tinh luyện, súc tích
精妙	tinh xảo, tinh diệu
精明	tinh khôn, sắc sảo
精疲力竭	kiệt sức
精确	chính xác
精神病	bệnh tâm thần
精髓	tinh túy
精通	tinh thông
精细	tinh vi, tỉ mỉ
精心	tỉ mỉ, chăm chút
精益求精	cầu toàn, ngày càng hoàn thiện
精英	tinh anh, ưu tú
精致	tinh xảo, tinh tế
颈部	vùng cổ
景观	cảnh quan
景区	khu du lịch
警车	xe cảnh sát
警官	sĩ quan cảnh sát
警惕	cảnh giác
警钟	hồi chuông cảnh báo
净化	thanh lọc, làm sạch
竞技	thi đấu, tranh tài
竞相	đua nhau
竞选	tranh cử
竟敢	dám (làm liều)
敬爱	kính yêu
敬而远之	kính nhi viễn chi, giữ khoảng cách
敬酒	mời rượu, chúc rượu
敬礼	chào (kính lễ)
敬佩	khâm phục
敬请	kính mời
敬业	tận tụy với công việc
敬意	lòng kính trọng
敬重	kính trọng
静止	đứng yên, tĩnh
境地	cảnh ngộ, hoàn cảnh
境界	cảnh giới
境内	trong nước, trong phạm vi
境外	ngoài biên giới, hải ngoại
境遇	cảnh ngộ
窘迫	túng quẫn, khốn đốn
纠缠	vướng víu, quấy rầy
久违	lâu rồi không gặp
久仰	đã nghe danh từ lâu
酒精	cồn
酒楼	tửu lầu, nhà hàng
救护车	xe cứu thương
救济	cứu tế
救治	cứu chữa
就餐	dùng bữa
就地	tại chỗ
就读	theo học
就近	gần đó, ở gần
就任	nhậm chức
就医	đi khám bệnh
就诊	đi khám bệnh
就职	nhậm chức
就座	vào chỗ ngồi, an tọa
舅舅	cậu (em/anh của mẹ)
拘留	giam giữ
拘束	gò bó, ràng buộc
居高临下	ở vị trí cao nhìn xuống, lên mặt kẻ cả
居民楼	chung cư, nhà dân
鞠躬	cúi chào
局部	cục bộ
局势	tình hình, cục diện
局限	hạn chế, giới hạn
菊花	hoa cúc
橘子	quả quýt
沮丧	chán nản, thất vọng
举报	tố cáo
举措	biện pháp, hành động
举例	nêu ví dụ
举世闻名	nổi tiếng khắp thế giới
举世无双	có một không hai
举世瞩目	cả thế giới chú ý
举一反三	suy một biết ba
举止	cử chỉ, phong thái
举重	cử tạ
巨额	số tiền khổng lồ
巨人	người khổng lồ
巨头	trùm, ông lớn
巨星	ngôi sao lớn, siêu sao
巨型	cỡ lớn, khổng lồ
剧烈	kịch liệt, dữ dội
剧目	tiết mục, vở kịch
剧情	nội dung phim, cốt truyện
剧团	đoàn kịch
剧院	nhà hát
剧组	đoàn làm phim
据此	căn cứ vào đó
据悉	được biết
聚集	tụ tập
聚精会神	tập trung chú ý
捐献	quyên góp
卷入	dính líu, cuốn vào
卷子	bài thi
决议	nghị quyết
诀别	vĩnh biệt
诀窍	bí quyết
角逐	tranh đua, giành giật
觉醒	thức tỉnh
绝技	tuyệt kỹ
绝缘	cách điện, cắt đứt liên hệ
绝招	tuyệt chiêu
倔强	bướng bỉnh, ương ngạnh
崛起	trỗi dậy
爵士	hiệp sĩ / nhạc jazz
军官	sĩ quan
均衡	cân bằng
均匀	đều, đồng đều
君子	quân tử
俊俏	xinh đẹp, tuấn tú
骏马	tuấn mã, ngựa hay
竣工	hoàn công, hoàn thành công trình
卡车	xe tải
卡片	tấm thẻ, thiệp
卡通	hoạt hình
开办	mở, thành lập
开采	khai thác
开场	mở màn
开场白	lời mở đầu
开除	đuổi việc, khai trừ
开动	khởi động
开发区	khu khai phát
开发商	nhà phát triển bất động sản
开工	khởi công
开垦	khai hoang
开口	mở miệng, lên tiếng
开阔	rộng mở, khoáng đạt
开朗	cởi mở, vui vẻ
开辟	mở ra, khai phá
开启	mở ra, khởi động
开枪	nổ súng
开天辟地	khai thiên lập địa
开拓	khai phá, mở rộng
开销	chi tiêu
开张	khai trương
开支	chi phí
凯歌	khúc khải hoàn
楷模	khuôn mẫu, tấm gương
刊登	đăng (báo)
刊物	ấn phẩm, tạp chí
看护	chăm sóc, trông nom
勘探	thăm dò (khoáng sản)
堪称	có thể coi là
侃大山	tán gẫu, chém gió
看得出	có thể nhận thấy
看热闹	xem náo nhiệt, hóng chuyện
看似	có vẻ như
看台	khán đài
看样子	xem ra, có vẻ như
看中	ưng ý, chọn trúng
看重	coi trọng
慷慨	hào phóng
抗衡	đối chọi, cạnh tranh ngang sức
抗拒	kháng cự
抗生素	kháng sinh
抗争	đấu tranh, kháng cự
考量	cân nhắc
靠拢	xích lại gần
苛刻	khắt khe
科幻	khoa học viễn tưởng
科目	môn học
科普	phổ biến khoa học
咳嗽	ho
可悲	đáng buồn, đáng thương
可不是	đúng vậy, đúng thế
可乘之机	cơ hội để lợi dụng, kẽ hở
可耻	đáng xấu hổ
可歌可泣	đáng ca ngợi và cảm động
可观	đáng kể
可贵	đáng quý
可口	ngon miệng
可谓	có thể nói là
可恶	đáng ghét
可想而知	có thể đoán biết được
可笑	buồn cười
可信	đáng tin
可行	khả thi
可疑	đáng nghi
克隆	nhân bản vô tính
克制	kiềm chế
刻苦	chăm chỉ, chịu khó
刻意	cố ý, cố tình
刻舟求剑	máy móc cứng nhắc, cố chấp
客房	phòng khách, phòng nghỉ
客机	máy bay chở khách
客流	lượng khách
客运	vận tải hành khách
恳求	khẩn cầu
空荡荡	trống rỗng, trống vắng
空难	tai nạn máy bay
空前	chưa từng có
空想	viển vông, ảo tưởng
空虚	trống rỗng (tâm hồn)
恐怖	khủng bố, đáng sợ
恐吓	đe dọa
恐慌	hoảng loạn
恐惧	sợ hãi
恐龙	khủng long
空白	khoảng trống
空地	đất trống
空隙	khe hở
控告	tố cáo, kiện
口碑	tiếng tăm truyền miệng
口才	tài ăn nói
口吃	nói lắp
口感	cảm giác khi ăn
口径	khẩu độ, lập trường
口令	khẩu lệnh, mật khẩu
口气	giọng điệu
口腔	khoang miệng
口哨	tiếng huýt sáo
口水	nước bọt
口头	bằng miệng
口味	khẩu vị
口香糖	kẹo cao su
口音	giọng nói
口罩	khẩu trang
口子	vết cắt, lỗ hổng
扣除	khấu trừ
扣留	tạm giữ
扣人心弦	hồi hộp, gay cấn
扣押	tịch thu, giam giữ
枯燥	khô khan, tẻ nhạt
哭泣	khóc
哭笑不得	dở khóc dở cười
窟窿	lỗ hổng
苦力	phu khuân vác, cu li
苦练	khổ luyện
苦难	khổ nạn
苦恼	phiền não
苦笑	cười gượng
苦心	dụng công, khổ tâm
酷似	giống hệt
夸大	phóng đại
夸奖	khen ngợi
夸夸其谈	nói khoác, ba hoa
夸耀	khoe khoang
夸张	phóng đại
跨国	xuyên quốc gia, đa quốc gia
跨越	vượt qua
快捷	nhanh chóng, tiện lợi
宽敞	rộng rãi
宽泛	rộng, bao quát
宽厚	khoan hậu, độ lượng
宽容	khoan dung
宽恕	tha thứ
宽松	rộng rãi, thoải mái
款式	kiểu dáng
款项	khoản tiền
狂欢	vui chơi cuồng nhiệt
狂欢节	lễ hội carnival
狂热	cuồng nhiệt
旷课	trốn học
况且	hơn nữa
矿藏	tài nguyên khoáng sản
框架	khung, khung sườn
亏本	lỗ vốn
亏损	thua lỗ
昆虫	côn trùng
困惑	bối rối, khó hiểu
困境	hoàn cảnh khó khăn
扩建	mở rộng xây dựng
扩散	lan rộng, khuếch tán
扩张	mở rộng, bành trướng
括弧	dấu ngoặc
阔绰	xa hoa, rủng rỉnh tiền
拉动	kéo, thúc đẩy
拉拢	lôi kéo
拉锁	khóa kéo
啦啦队	đội cổ vũ
喇叭	loa, kèn
腊月	tháng chạp
蜡烛	nến
辣椒	ớt
来宾	khách mời
来电	cuộc gọi đến
来访	đến thăm
来回	đi lại, khứ hồi
来历	lai lịch, nguồn gốc
来临	đến gần, tới
来龙去脉	đầu đuôi ngọn ngành
来年	năm tới
来源于	bắt nguồn từ
栏杆	lan can
蓝图	kế hoạch, bản thiết kế
缆车	cáp treo
懒得	lười, không muốn
懒惰	lười biếng
滥用	lạm dụng
狼狈	lúng túng, khốn đốn
朗诵	ngâm thơ, đọc diễn cảm
劳动力	lực lượng lao động
劳累	mệt nhọc
劳务	dịch vụ lao động
牢固	vững chắc
牢记	ghi nhớ kỹ
牢牢	chắc chắn, vững vàng
唠叨	lải nhải, cằn nhằn
老伴儿	bạn đời già
老大	anh cả / rất
老汉	ông lão
老化	lão hóa
老人家	cụ ông, cụ bà
老实说	nói thật thì
老远	xa lắc
老字号	thương hiệu lâu đời
姥姥	bà ngoại
姥爷	ông ngoại
乐意	sẵn lòng, vui lòng
乐园	thiên đường, công viên vui chơi
雷同	giống hệt nhau
累积	tích lũy
累计	cộng dồn, lũy kế
类别	loại, phân loại
棱角	góc cạnh
冷淡	lạnh nhạt
冷冻	đông lạnh
冷酷	lạnh lùng, tàn nhẫn
冷酷无情	lạnh lùng vô tình
冷落	thờ ơ, lãnh đạm
冷门	ít người để ý, bất ngờ
冷漠	lạnh lùng, thờ ơ
冷笑	cười nhạt, cười khẩy
冷战	chiến tranh lạnh
离谱儿	quá đáng, vô lý
离奇	kỳ lạ, ly kỳ
离职	thôi việc, nghỉ việc
黎明	bình minh
礼服	lễ phục
礼品	quà tặng
礼仪	lễ nghi
里程碑	cột mốc
理睬	để ý, đoái hoài
理会	hiểu rõ, để ý
理科	khối tự nhiên
理念	quan niệm, lý niệm
理事	ủy viên hội đồng
理所当然	đương nhiên, lẽ dĩ nhiên
理性	lý trí
理直气壮	tự tin, lý lẽ vững vàng
力不从心	lực bất tòng tâm
力度	mức độ mạnh
力求	cố gắng hết sức
力所能及	trong khả năng của mình
力争	cố gắng giành lấy
历程	chặng đường, quá trình
历届	các khóa trước
历经	trải qua
历来	xưa nay
历时	kéo dài thời gian
立方	lập phương
立方米	mét khối
立功	lập công
立交桥	cầu vượt
立体	lập thể, ba chiều
立足	đứng vững
励志	truyền cảm hứng, có chí
利害	lợi hại, được mất
利率	lãi suất
利索	gọn gàng, nhanh nhẹn
连滚带爬	lăn lê bò trườn
连绵	liên miên
连任	tái nhiệm
连锁	liên kết, chuỗi
连锁店	cửa hàng chuỗi
连夜	suốt đêm, ngay trong đêm
怜惜	thương xót
帘子	rèm
莲子	hạt sen
联邦	liên bang
联欢	liên hoan
联网	kết nối mạng
廉价	giá rẻ
廉洁	liêm khiết
廉正	liêm chính
廉政	chính quyền liêm chính
脸颊	má
恋恋不舍	quyến luyến không rời
良心	lương tâm
良性	lành tính, tích cực
凉爽	mát mẻ
两口子	hai vợ chồng
两栖	lưỡng cư
亮点	điểm sáng
亮丽	tươi sáng, rực rỡ
亮相	xuất hiện, ra mắt
谅解	thông cảm
辽阔	rộng lớn, bao la
疗法	liệu pháp
疗效	hiệu quả điều trị
寥寥无几	rất ít, thưa thớt
潦草	cẩu thả, nguệch ngoạc
了结	giải quyết xong
了却	giải quyết xong
料到	đoán trước, lường trước
料理	lo liệu, sắp xếp
咧嘴	nhoẻn miệng cười
列举	liệt kê
劣势	thế yếu, bất lợi
劣质	kém chất lượng
烈士	liệt sĩ
猎犬	chó săn
猎人	thợ săn
裂缝	vết nứt
裂痕	vết nứt, rạn nứt
邻国	nước láng giềng
临床	lâm sàng
临街	mặt phố
临近	gần kề, cận kề
灵感	cảm hứng
灵魂	linh hồn
灵机一动	chợt nảy ra ý hay
灵敏	nhạy bén
灵巧	khéo léo
灵通	thông thạo, thính nhạy
凌晨	rạng sáng
零花钱	tiền tiêu vặt
零件	linh kiện, phụ tùng
零钱	tiền lẻ
零售	bán lẻ
领队	trưởng đoàn
领会	lĩnh hội
领军	dẫn đầu, lãnh đạo
领略	cảm nhận, thưởng thức
领事	lãnh sự
领事馆	lãnh sự quán
领土	lãnh thổ
领悟	lĩnh hội, hiểu ra
领养	nhận nuôi
领域	lĩnh vực
溜达	đi dạo
浏览	xem lướt, duyệt
浏览器	trình duyệt
留恋	lưu luyến
留念	làm kỷ niệm
留神	chú ý, cẩn thận
留心	để tâm, chú ý
留意	để ý
流畅	trôi chảy
流程	quy trình
流浪	lang thang, lưu lạc
流泪	rơi nước mắt
流量	lưu lượng
流露	bộc lộ
流氓	lưu manh
流入	chảy vào, đổ vào
流失	thất thoát, chảy máu
流水	dòng nước chảy
流淌	chảy
流向	hướng chảy, xu hướng
流血	chảy máu
